Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Units,Time_Detail,Sex,Age,Disability status,Income,Education,Location,Grounds of discrimination,Nature,Reporting Type,Observation Status,ISOalpha3,Type,SeriesCode,Source,FootNote,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,18.4,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,18.2,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,ETHI,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,17.7,PERCENT,2019,MALE,ALLAGE,PWD,_T,_T,ALLAREA,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,17.45,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,URBAN,ALL,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,16.9,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,SEXO,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,15.9,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,URBAN,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,15.2,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,RELIGION,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,14.7,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,RELIGION,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,13,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,RELIGION,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,12.9,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,SEX,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,12.8,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,RELIGION,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,11.7,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,AGE,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,11.2,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,RELIGION,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,11.2,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,ETHI,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,11,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,SEX,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,10.6,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,SEX,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,10.5,PERCENT,2019,BOTHSEX,ALLAGE,PWD,_T,_T,ALLAREA,RELIGION,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,10.4,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,ETHI,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,10.25,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,RELIGION,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,10.1,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,ETHI,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
